LCSC Part,First Category,Second Category,MFR.Part,Package,Solder Joint,Manufacturer,Library Type,Description,Datasheet,Price,Stock
C17408,Resistors,Chip Resistor - Surface Mount,0805W8F1000T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷100兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1000T5E_C17408.pdf,"20-180:0.002030769,200-580:0.001584615,600-1980:0.001343077,2000-9980:0.001235385,10000-19980:0.001090769,20000-:0.001043077",773960
C17414,Resistors,Chip Resistor - Surface Mount,0805W8F1002T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷10k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1002T5E_C17414.pdf,"20-180:0.001769231,200-580:0.001343077,600-1980:0.001135385,2000-9980:0.001018462,10000-19980:0.000924615,20000-:0.000889231",3074025
C17415,Resistors,Chip Resistor - Surface Mount,0805W8F100JT5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇200ppm/亷-55乣+155亷10兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F100JT5E_C17415.pdf,"20-180:0.002000000,200-580:0.001553846,600-1980:0.001324615,2000-9980:0.001218462,10000-19980:0.001080000,20000-:0.001032308",1242360
C17429,Resistors,Chip Resistor - Surface Mount,0805W8F1102T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷11k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1102T5E_C17429.pdf,"20-180:0.002246154,200-580:0.001784615,600-1980:0.001538462,2000-9980:0.001426154,10000-19980:0.001280000,20000-:0.001229231",7020
C17436,Resistors,Chip Resistor - Surface Mount,0805W8F1203T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷120k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1203T5E_C17436.pdf,"20-180:0.002030769,200-580:0.001536923,600-1980:0.001278462,2000-9980:0.001160000,10000-19980:0.001004615,20000-:0.000950769",22273
C17437,Resistors,Chip Resistor - Surface Mount,0805W8F1200T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷120兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1200T5E_C17437.pdf,"20-180:0.002092308,200-580:0.001630769,600-1980:0.001373846,2000-9980:0.001260000,10000-19980:0.001109231,20000-:0.001058462",129778
C17444,Resistors,Chip Resistor - Surface Mount,0805W8F1202T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷12k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1202T5E_C17444.pdf,"20-180:0.002738462,200-580:0.002246154,600-1980:0.001984615,2000-9980:0.001861538,10000-19980:0.001707692,20000-:0.001661538",88798
C17455,Resistors,Chip Resistor - Surface Mount,0805W8F1302T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷13k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1302T5E_C17455.pdf,"20-180:0.001861538,200-580:0.001415385,600-1980:0.001180000,2000-9980:0.001073846,10000-19980:0.000932308,20000-:0.000884615",5890
C17470,Resistors,Chip Resistor - Surface Mount,0805W8F1503T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷150k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1503T5E_C17470.pdf,"20-180:0.001923077,200-580:0.001506154,600-1980:0.001289231,2000-9980:0.001189231,10000-19980:0.001056923,20000-:0.001012308",168546
C17471,Resistors,Chip Resistor - Surface Mount,0805W8F1500T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷150兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1500T5E_C17471.pdf,"20-180:0.002061538,200-580:0.001615385,600-1980:0.001373846,2000-9980:0.001266154,10000-19980:0.001124615,20000-:0.001076923",299657
C17475,Resistors,Chip Resistor - Surface Mount,0805W8F1502T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷15k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1502T5E_C17475.pdf,"20-180:0.002000000,200-580:0.001553846,600-1980:0.001320000,2000-9980:0.001213846,10000-19980:0.001072308,20000-:0.001026154",194003
C17477,Resistors,Chip Resistor - Surface Mount,0805W8F0000T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇800ppm/亷-55乣+155亷0m兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F0000T5E_C17477.pdf,"20-180:0.002123077,200-580:0.001738462,600-1980:0.001461538,2000-9980:0.001230769,10000-19980:0.001192308,20000-:0.001172308",381271
C17480,Resistors,Chip Resistor - Surface Mount,0805W8F150JT5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷15兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F150JT5E_C17480.pdf,"20-180:0.002630769,200-580:0.002153846,600-1980:0.001907692,2000-9980:0.001800000,10000-19980:0.001646154,20000-:0.001600000",96555
C17490,Resistors,Chip Resistor - Surface Mount,0805W8F1602T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷16k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1602T5E_C17490.pdf,"20-180:0.002015385,200-580:0.001584615,600-1980:0.001350769,2000-9980:0.001246154,10000-19980:0.001107692,20000-:0.001061538",33550
C17501,Resistors,Chip Resistor - Surface Mount,0805W8F1803T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷180k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1803T5E_C17501.pdf,"20-180:0.001830769,200-580:0.001384615,600-1980:0.001152308,2000-9980:0.001044615,10000-19980:0.000904615,20000-:0.000856923",96474
C17506,Resistors,Chip Resistor - Surface Mount,0805W8F1802T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷18k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1802T5E_C17506.pdf,"20-180:0.002153846,200-580:0.001692308,600-1980:0.001447692,2000-9980:0.001335385,10000-19980:0.001187692,20000-:0.001136923",83810
C17513,Resistors,Chip Resistor - Surface Mount,0805W8F1001T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷1k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311800_UNI-ROYAL-Uniroyal-Elec-0805W8F1001T5E_C17513.pdf,"20-180:0.002030769,200-580:0.001661538,600-1980:0.001386154,2000-9980:0.001164615,10000-19980:0.001126154,20000-:0.001107692",1551954
C17514,Resistors,Chip Resistor - Surface Mount,0805W8F1004T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷1M兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F1004T5E_C17514.pdf,"20-180:0.001969231,200-580:0.001521538,600-1980:0.001286154,2000-9980:0.001180000,10000-19980:0.001038462,20000-:0.000990769",457390
C17520,Resistors,Chip Resistor - Surface Mount,0805W8F2201T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷2.2k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2201T5E_C17520.pdf,"20-180:0.002184615,200-580:0.001692308,600-1980:0.001423077,2000-9980:0.001303077,10000-19980:0.001144615,20000-:0.001090769",219210
C17521,Resistors,Chip Resistor - Surface Mount,0805W8F220KT5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇400ppm/亷-55乣+155亷2.2兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F220KT5E_C17521.pdf,"20-180:0.002600000,200-580:0.002030769,600-1980:0.001738462,2000-9980:0.001600000,10000-19980:0.001429231,20000-:0.001367692",94082
C17526,Resistors,Chip Resistor - Surface Mount,0805W8F2401T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷2.4k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2401T5E_C17526.pdf,"20-180:0.001969231,200-580:0.001538462,600-1980:0.001310769,2000-9980:0.001206154,10000-19980:0.001069231,20000-:0.001021538",40874
C17530,Resistors,Chip Resistor - Surface Mount,0805W8F2701T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷2.7k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2701T5E_C17530.pdf,"20-180:0.002200000,200-580:0.001707692,600-1980:0.001450769,2000-9980:0.001333846,10000-19980:0.001180000,20000-:0.001127692",218550
C17539,Resistors,Chip Resistor - Surface Mount,0805W8F2003T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷200k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2003T5E_C17539.pdf,"20-180:0.002600000,200-580:0.002138462,600-1980:0.001892308,2000-9980:0.001769231,10000-19980:0.001630769,20000-:0.001569231",71356
C17540,Resistors,Chip Resistor - Surface Mount,0805W8F2000T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷200兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2000T5E_C17540.pdf,"20-180:0.002276923,200-580:0.001784615,600-1980:0.001524615,2000-9980:0.001406154,10000-19980:0.001250769,20000-:0.001196923",287881
C17544,Resistors,Chip Resistor - Surface Mount,0805W8F200JT5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇200ppm/亷-55乣+155亷20兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F200JT5E_C17544.pdf,"20-180:0.002446154,200-580:0.001969231,600-1980:0.001707692,2000-9980:0.001600000,10000-19980:0.001443077,20000-:0.001390769",177346
C17556,Resistors,Chip Resistor - Surface Mount,0805W8F2203T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷220k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2203T5E_C17556.pdf,"20-180:0.002553846,200-580:0.002076923,600-1980:0.001815385,2000-9980:0.001707692,10000-19980:0.001553846,20000-:0.001498462",171489
C17557,Resistors,Chip Resistor - Surface Mount,0805W8F2200T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷220兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2200T5E_C17557.pdf,"20-180:0.001907692,200-580:0.001489231,600-1980:0.001267692,2000-9980:0.001167692,10000-19980:0.001033846,20000-:0.000989231",285366
C17560,Resistors,Chip Resistor - Surface Mount,0805W8F2202T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷22k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2202T5E_C17560.pdf,"20-180:0.002030769,200-580:0.001584615,600-1980:0.001344615,2000-9980:0.001238462,10000-19980:0.001096923,20000-:0.001049231",110715
C17561,Resistors,Chip Resistor - Surface Mount,0805W8F220JT5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷22兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F220JT5E_C17561.pdf,"20-180:0.001846154,200-580:0.001436923,600-1980:0.001223077,2000-9980:0.001126154,10000-19980:0.000996923,20000-:0.000953846",241583
C17572,Resistors,Chip Resistor - Surface Mount,0805W8F2400T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷240兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2400T5E_C17572.pdf,"20-180:0.002092308,200-580:0.001630769,600-1980:0.001386154,2000-9980:0.001275385,10000-19980:0.001129231,20000-:0.001080000",145429
C17575,Resistors,Chip Resistor - Surface Mount,0805W8F2402T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷24k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2402T5E_C17575.pdf,"20-180:0.001800000,200-580:0.001369231,600-1980:0.001140000,2000-9980:0.001035385,10000-19980:0.000896923,20000-:0.000849231",64370
C17589,Resistors,Chip Resistor - Surface Mount,0805W8F2703T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷270k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2703T5E_C17589.pdf,"20-180:0.001907692,200-580:0.001487692,600-1980:0.001266154,2000-9980:0.001166154,10000-19980:0.001032308,20000-:0.000987692",48738
C17590,Resistors,Chip Resistor - Surface Mount,0805W8F2700T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷270兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2700T5E_C17590.pdf,"20-180:0.002230769,200-580:0.001753846,600-1980:0.001496923,2000-9980:0.001380000,10000-19980:0.001227692,20000-:0.001175385",101224
C17593,Resistors,Chip Resistor - Surface Mount,0805W8F2702T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷27k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2702T5E_C17593.pdf,"20-180:0.002123077,200-580:0.001646154,600-1980:0.001403077,2000-9980:0.001289231,10000-19980:0.001140000,20000-:0.001089231",27188
C17594,Resistors,Chip Resistor - Surface Mount,0805W8F270JT5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷27兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F270JT5E_C17594.pdf,"20-180:0.002707692,200-580:0.002215385,600-1980:0.001969231,2000-9980:0.001846154,10000-19980:0.001692308,20000-:0.001646154",38690
C17604,Resistors,Chip Resistor - Surface Mount,0805W8F2001T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷2k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2001T5E_C17604.pdf,"20-180:0.002400000,200-580:0.001907692,600-1980:0.001646154,2000-9980:0.001533846,10000-19980:0.001378462,20000-:0.001324615",618494
C17606,Resistors,Chip Resistor - Surface Mount,0805W8F200KT5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇400ppm/亷-55乣+155亷2兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F200KT5E_C17606.pdf,"20-180:0.003600000,200-580:0.002953846,600-1980:0.002615385,2000-9980:0.002446154,10000-19980:0.002246154,20000-:0.002184615",186965
C17614,Resistors,Chip Resistor - Surface Mount,0805W8F3901T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷3.9k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3901T5E_C17614.pdf,"20-180:0.002107692,200-580:0.001646154,600-1980:0.001398462,2000-9980:0.001287692,10000-19980:0.001140000,20000-:0.001090769",48615
C17616,Resistors,Chip Resistor - Surface Mount,0805W8F3003T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷300k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3003T5E_C17616.pdf,"20-180:0.002076923,200-580:0.001630769,600-1980:0.001390769,2000-9980:0.001283077,10000-19980:0.001141538,20000-:0.001093846",58302
C17617,Resistors,Chip Resistor - Surface Mount,0805W8F3000T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷300兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3000T5E_C17617.pdf,"20-180:0.002123077,200-580:0.001661538,600-1980:0.001410769,2000-9980:0.001298462,10000-19980:0.001149231,20000-:0.001098462",181174
C17621,Resistors,Chip Resistor - Surface Mount,0805W8F3002T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷30k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F3002T5E_C17621.pdf,"20-180:0.002138462,200-580:0.001676923,600-1980:0.001430769,2000-9980:0.001320000,10000-19980:0.001173846,20000-:0.001124615",94666
C17629,Resistors,Chip Resistor - Surface Mount,0805W8F3303T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷330k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F3303T5E_C17629.pdf,"20-180:0.001815385,200-580:0.001376923,600-1980:0.001146154,2000-9980:0.001040000,10000-19980:0.000900000,20000-:0.000852308",62577
C17630,Resistors,Chip Resistor - Surface Mount,0805W8F3300T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷330兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F3300T5E_C17630.pdf,"20-180:0.002061538,200-580:0.001615385,600-1980:0.001369231,2000-9980:0.001260000,10000-19980:0.001116923,20000-:0.001067692",200442
C17633,Resistors,Chip Resistor - Surface Mount,0805W8F3302T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷33k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F3302T5E_C17633.pdf,"20-180:0.001676923,200-580:0.001287692,600-1980:0.001084615,2000-9980:0.000992308,10000-19980:0.000869231,20000-:0.000827692",194208
C17634,Resistors,Chip Resistor - Surface Mount,0805W8F330JT5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇200ppm/亷-55乣+155亷33兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F330JT5E_C17634.pdf,"20-180:0.002261538,200-580:0.001815385,600-1980:0.001569231,2000-9980:0.001453846,10000-19980:0.001307692,20000-:0.001258462",318974
C17655,Resistors,Chip Resistor - Surface Mount,0805W8F3900T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷390兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3900T5E_C17655.pdf,"20-180:0.002015385,200-580:0.001584615,600-1980:0.001343077,2000-9980:0.001236923,10000-19980:0.001095385,20000-:0.001047692",59976
C17656,Resistors,Chip Resistor - Surface Mount,0805W8F3903T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷390k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3903T5E_C17656.pdf,"20-180:0.001953846,200-580:0.001530769,600-1980:0.001309231,2000-9980:0.001207692,10000-19980:0.001073846,20000-:0.001029231",15464
C17661,Resistors,Chip Resistor - Surface Mount,0805W8F3001T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷3k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3001T5E_C17661.pdf,"20-180:0.002015385,200-580:0.001569231,600-1980:0.001330769,2000-9980:0.001224615,10000-19980:0.001083077,20000-:0.001035385",500174
